,fecha,prec,tmin,tmed,tmax,velmedia,racha,Mojado,Seco
0,01/01/2019,0.0,1.4,6.6,11.7,0.3,5.3,0,1
1,02/01/2019,0.0,0.4,6.0,11.7,0.6,7.8,0,1
2,03/01/2019,0.0,2.8,7.3,11.8,0.6,7.8,0,1
3,04/01/2019,0.0,0.4,5.9,11.4,0.3,3.6,0,1
4,05/01/2019,0.0,-0.1,5.4,10.8,0.6,3.1,0,1
5,06/01/2019,0.0,-0.5,6.6,13.8,1.1,3.3,0,1
6,07/01/2019,0.0,0.5,7.1,13.7,0.6,5.0,0,1
7,08/01/2019,0.0,1.2,7.1,13.0,0.8,3.6,0,1
8,09/01/2019,0.0,2.0,7.6,13.2,1.4,9.7,0,1
9,10/01/2019,0.0,0.6,4.7,8.8,2.8,10.0,0,1
10,11/01/2019,0.0,-1.8,2.8,7.4,0.6,6.1,0,1
11,12/01/2019,0.0,-0.8,4.4,9.5,0.8,4.2,0,1
12,13/01/2019,0.0,-0.7,5.0,10.8,0.8,3.6,0,1
13,14/01/2019,0.0,1.0,6.8,12.6,0.6,3.9,0,1
14,15/01/2019,0.0,3.1,7.6,12.2,1.4,9.147068676716918,0,1
15,16/01/2019,0.0,1.4,5.7,10.0,1.1,6.4,0,1
16,17/01/2019,0.0,2.7,5.6,8.5,0.3,4.7,0,1
17,18/01/2019,0.0,-0.3,3.6,7.6,1.1,6.1,0,1
18,19/01/2019,5.9,-0.5,2.0,4.4,0.6,5.3,1,0
19,20/01/2019,0.0,3.3,6.4,9.5,2.2,11.7,0,1
20,21/01/2019,0.0,1.4,5.4,9.4,3.6,10.6,0,1
21,22/01/2019,0.4,0.7,4.4,8.0,1.9,11.1,1,0
22,23/01/2019,0.0,5.2,9.2,13.1,4.4,17.5,0,1
23,24/01/2019,0.0,8.7,11.6,14.6,2.2,12.2,0,1
24,25/01/2019,0.0,5.2,10.2,15.2,3.3,10.0,0,1
25,26/01/2019,0.0,2.2,7.4,12.6,1.1,5.0,0,1
26,27/01/2019,0.0,2.4,6.9,11.4,2.2,14.7,0,1
27,28/01/2019,0.0,3.7,8.4,13.0,3.9,15.3,0,1
28,29/01/2019,0.0,5.3,7.9,10.5,2.8,14.7,0,1
29,30/01/2019,4.1,4.2,7.2,10.1,3.3,10.8,1,0
30,31/01/2019,8.2,6.4,9.4,12.4,5.3,17.2,1,0
31,01/02/2019,1.0,3.5,6.4,9.4,3.9,16.1,1,0
32,02/02/2019,0.0,1.6,4.6,7.5,3.9,14.2,0,1
33,03/02/2019,0.0,-0.3,4.0,8.2,1.4,12.2,0,1
34,04/02/2019,0.0,-1.4,4.8,10.9,0.8,3.6,0,1
35,05/02/2019,0.0,1.7,8.1,14.5,0.8,5.0,0,1
36,06/02/2019,0.0,4.4,9.7,15.0,1.7,6.1,0,1
37,07/02/2019,0.0,3.0,9.0,15.0,0.8,4.4,0,1
38,08/02/2019,0.0,2.8,8.6,14.3,1.1,7.8,0,1
39,09/02/2019,0.0,2.9,7.4,11.8,1.1,6.1,0,1
40,10/02/2019,0.0,4.1,7.6,11.2,2.5,10.8,0,1
41,11/02/2019,0.0,5.7,9.4,13.0,1.7,8.6,0,1
42,12/02/2019,0.0,3.0,8.0,13.0,0.8,8.3,0,1
43,13/02/2019,0.0,4.4,9.4,14.5,0.8,4.7,0,1
44,14/02/2019,0.0,3.0,8.0,13.1,0.8,5.0,0,1
45,15/02/2019,0.0,3.4,9.0,14.6,0.8,4.4,0,1
46,16/02/2019,0.0,5.9,11.0,16.2,2.8,8.1,0,1
47,17/02/2019,0.0,4.0,9.5,15.0,1.7,6.7,0,1
48,18/02/2019,0.0,4.5,9.4,14.3,1.1,5.0,0,1
49,19/02/2019,0.0,5.4,9.7,14.0,0.8,4.4,0,1
50,20/02/2019,0.0,4.3,9.4,14.5,0.6,5.3,0,1
51,21/02/2019,0.0,5.2,10.7,16.2,0.8,5.0,0,1
52,22/02/2019,0.0,5.0,11.6,18.1,0.8,6.1,0,1
53,23/02/2019,0.0,3.7,10.9,18.1,0.6,5.6,0,1
54,24/02/2019,0.0,8.1,13.4,18.7,0.8,6.1,0,1
55,25/02/2019,0.0,6.4,12.4,18.5,0.8,4.2,0,1
56,26/02/2019,0.0,7.1,13.4,19.8,1.7,6.9,0,1
57,27/02/2019,0.0,7.0,13.4,19.8,1.4,5.3,0,1
58,28/02/2019,0.0,6.2,12.4,18.6,0.8,5.0,0,1
59,01/03/2019,0.0,6.8,13.2,19.5,1.7,7.2,0,1
60,02/03/2019,0.0,8.0,13.8,19.7,1.9,5.8,0,1
61,03/03/2019,0.0,6.1,13.2,20.2,1.9,10.3,0,1
62,04/03/2019,0.0,8.5,12.0,15.5,3.6,11.1,0,1
63,05/03/2019,0.0,8.7,12.0,15.2,3.3,11.7,0,1
64,06/03/2019,8.2,5.7,9.6,13.4,4.2,17.8,1,0
65,07/03/2019,0.0,3.2,7.6,12.1,2.5,9.4,0,1
66,08/03/2019,0.0,5.3,10.1,14.9,0.8,5.3,0,1
67,09/03/2019,0.0,5.0,11.5,18.0,0.6,4.7,0,1
68,10/03/2019,0.0,7.3,15.0,22.6,1.7,7.8,0,1
69,11/03/2019,0.0,10.0,14.6,19.3,2.2,8.6,0,1
70,12/03/2019,0.0,7.1,14.2,21.2,2.8,10.0,0,1
71,13/03/2019,0.0,7.5,11.0,14.5,3.3,11.1,0,1
72,14/03/2019,0.0,4.1,10.6,17.1,1.1,6.7,0,1
73,15/03/2019,0.0,6.0,14.4,22.8,1.1,5.3,0,1
74,16/03/2019,0.0,8.4,16.2,23.9,1.9,7.8,0,1
75,17/03/2019,0.0,7.8,13.8,19.7,2.5,12.5,0,1
76,18/03/2019,0.0,3.8,9.9,16.0,2.5,11.4,0,1
77,19/03/2019,0.0,6.3,11.2,16.0,2.8,10.8,0,1
78,20/03/2019,0.0,5.1,9.9,14.7,2.5,12.2,0,1
79,21/03/2019,0.0,4.8,9.9,15.0,0.6,6.9,0,1
80,22/03/2019,0.0,4.5,11.2,18.0,1.4,7.2,0,1
81,23/03/2019,0.0,7.6,14.1,20.6,2.5,7.8,0,1
82,24/03/2019,0.0,9.0,15.2,21.5,2.2,8.3,0,1
83,25/03/2019,0.0,10.0,16.4,22.7,2.5,13.3,0,1
84,26/03/2019,0.0,6.0,13.5,21.0,4.4,14.7,0,1
85,27/03/2019,0.0,5.5,12.0,18.5,0.6,8.9,0,1
86,28/03/2019,0.0,6.1,12.4,18.6,1.4,5.8,0,1
87,29/03/2019,0.0,6.6,12.4,18.2,2.8,8.9,0,1
88,30/03/2019,0.0,6.5,12.4,18.2,1.4,6.1,0,1
89,31/03/2019,1.6,9.2,10.6,12.0,1.4,5.6,1,0
90,01/04/2019,0.0,8.8,13.0,17.2,1.4,5.3,0,1
91,02/04/2019,2.0,7.4,12.7,18.0,0.8,9.7,1,0
92,03/04/2019,0.0,6.5,10.8,15.1,3.1,11.9,0,1
93,04/04/2019,1.3,2.5,8.2,14.0,1.7,11.1,1,0
94,05/04/2019,2.7,4.5,7.2,10.0,2.2,13.3,1,0
95,06/04/2019,3.5,2.9,7.5,12.1,3.6,14.7,1,0
96,07/04/2019,4.3,3.7,8.8,13.8,2.5,9.2,1,0
97,08/04/2019,0.2,6.9,12.0,17.0,2.8,12.5,1,0
98,09/04/2019,0.8,5.6,9.6,13.5,3.9,13.6,1,0
99,10/04/2019,0.0,6.5,11.1,15.7,2.5,9.2,0,1
100,11/04/2019,0.0,5.2,10.8,16.5,2.8,8.1,0,1
101,12/04/2019,0.0,4.0,11.8,19.5,0.8,6.4,0,1
102,13/04/2019,0.0,6.0,14.0,22.0,0.8,5.8,0,1
103,14/04/2019,0.0,10.0,17.0,24.0,1.4,11.1,0,1
104,15/04/2019,0.0,11.5,18.0,24.6,3.3,13.3,0,1
105,16/04/2019,0.0,7.9,15.0,22.0,0.8,11.1,0,1
106,17/04/2019,21.6,10.1,16.9,23.7,2.5,11.7,1,0
107,18/04/2019,7.7,9.1,11.0,13.0,1.4,7.2,1,0
108,19/04/2019,6.8,9.3,10.4,11.6,1.9,8.3,1,0
109,20/04/2019,0.3,9.4,14.4,19.5,3.9,15.0,1,0
110,21/04/2019,0.0,8.5,10.8,13.2,3.6,13.3,0,1
111,22/04/2019,0.7,8.0,13.5,19.0,1.9,8.3,1,0
112,23/04/2019,2.8,5.7,10.0,14.2,3.6,14.2,1,0
113,24/04/2019,28.5,5.4,8.4,11.4,3.1,14.4,1,0
114,25/04/2019,0.0,6.4,10.0,13.7,5.6,16.7,0,1
115,26/04/2019,0.0,7.2,12.6,18.0,1.9,8.6,0,1
116,27/04/2019,0.0,6.3,13.9,21.5,0.6,7.2,0,1
117,28/04/2019,0.0,11.0,17.5,24.0,1.7,8.3,0,1
118,29/04/2019,0.0,13.0,19.4,25.7,2.5,7.5,0,1
119,30/04/2019,0.0,13.5,19.8,26.0,1.7,8.6,0,1
120,01/05/2019,0.0,13.5,19.8,26.0,1.9,10.8,0,1
121,02/05/2019,0.0,13.0,19.2,25.4,1.1,7.2,0,1
122,03/05/2019,0.0,10.1,15.8,21.6,2.5,12.2,0,1
123,04/05/2019,0.0,7.2,14.8,22.3,1.4,10.8,0,1
124,05/05/2019,0.0,8.7,15.7,22.7,1.9,9.7,0,1
125,06/05/2019,0.0,9.0,17.0,25.0,1.9,9.2,0,1
126,07/05/2019,0.0,12.2,17.8,23.4,3.1,14.2,0,1
127,08/05/2019,0.0,13.1,16.2,19.3,5.3,17.2,0,1
128,09/05/2019,0.0,10.2,16.7,23.2,3.3,13.1,0,1
129,10/05/2019,0.0,14.8,19.8,24.7,2.5,10.0,0,1
130,11/05/2019,0.0,13.2,20.3,27.4,2.2,12.8,0,1
131,12/05/2019,0.0,10.0,18.4,26.9,1.7,11.7,0,1
132,13/05/2019,0.0,13.2,21.7,30.2,1.7,10.6,0,1
133,14/05/2019,0.0,13.6,21.0,28.5,1.4,5.8,0,1
134,15/05/2019,0.0,14.5,24.0,33.5,1.1,8.6,0,1
135,16/05/2019,0.1,11.0,20.5,30.0,2.8,16.7,1,1
136,17/05/2019,0.0,10.1,14.4,18.7,3.3,14.4,0,1
137,18/05/2019,0.0,8.0,13.4,18.7,2.2,9.2,0,1
138,19/05/2019,0.0,10.0,15.2,20.5,1.4,7.2,0,1
139,20/05/2019,0.0,9.7,15.7,21.7,1.9,7.5,0,1
140,21/05/2019,0.0,13.5,19.6,25.8,2.5,8.6,0,1
141,22/05/2019,0.0,13.2,20.7,28.2,1.1,7.8,0,1
142,23/05/2019,0.0,15.0,21.6,28.3,2.5,10.8,0,1
143,24/05/2019,0.0,13.2,19.4,25.6,4.4,13.3,0,1
144,25/05/2019,0.0,12.1,18.7,25.3,3.6,11.4,0,1
145,26/05/2019,0.0,10.8,19.2,27.5,1.7,10.3,0,1
146,27/05/2019,0.0,14.2,21.7,29.2,1.4,11.4,0,1
147,28/05/2019,0.0,13.4,20.2,27.0,2.5,13.3,0,1
148,29/05/2019,0.0,11.0,18.8,26.5,2.2,10.8,0,1
149,30/05/2019,0.0,14.0,22.2,30.3,1.7,8.1,0,1
150,31/05/2019,0.0,17.0,24.5,32.0,1.7,7.2,0,1
151,01/06/2019,0.0,17.2,25.2,33.1,1.7,5.8,0,1
152,02/06/2019,0.0,19.0,26.8,34.5,1.7,7.8,0,1
153,03/06/2019,0.0,20.3,26.6,32.8,3.1,12.5,0,1
154,04/06/2019,0.0,18.9,24.0,29.0,3.9,12.2,0,1
155,05/06/2019,0.0,12.7,17.4,22.1,3.9,13.6,0,1
156,06/06/2019,2.0,11.0,17.5,24.0,3.1,12.8,1,0
157,07/06/2019,0.0,9.0,15.5,22.0,1.9,13.6,0,1
158,08/06/2019,0.0,12.8,21.0,29.2,3.1,10.8,0,1
159,09/06/2019,0.0,14.2,21.0,27.7,2.5,10.6,0,1
160,10/06/2019,0.0,14.7,20.6,26.4,1.9,8.9,0,1
161,11/06/2019,0.0,14.0,17.5,21.0,3.6,11.9,0,1
162,12/06/2019,0.0,10.0,17.7,25.4,1.7,8.1,0,1
163,13/06/2019,0.0,14.4,21.4,28.5,2.5,8.6,0,1
164,14/06/2019,0.0,14.9,20.2,25.5,3.9,12.8,0,1
165,15/06/2019,0.0,12.0,18.8,25.7,1.1,6.1,0,1
166,16/06/2019,0.0,14.5,21.6,28.6,1.1,7.8,0,1
167,17/06/2019,0.0,16.0,24.0,32.0,1.7,8.6,0,1
168,18/06/2019,0.0,19.2,25.2,31.3,3.6,11.9,0,1
169,19/06/2019,0.0,18.0,22.5,27.0,3.1,11.4,0,1
170,20/06/2019,0.0,17.5,23.0,28.5,2.5,9.4,0,1
171,21/06/2019,0.0,17.7,23.6,29.6,1.4,9.7,0,1
172,22/06/2019,0.0,16.8,24.1,31.4,3.1,9.2,0,1
173,23/06/2019,0.0,18.5,26.0,33.4,1.4,8.1,0,1
174,24/06/2019,0.0,21.3,26.6,32.0,2.2,8.9,0,1
175,25/06/2019,0.0,19.3,26.8,34.2,1.9,9.4,0,1
176,26/06/2019,0.0,22.5,29.0,35.5,1.9,11.7,0,1
177,27/06/2019,0.0,22.7,30.6,38.5,4.2,14.4,0,1
178,28/06/2019,0.0,24.0,32.4,40.7,3.6,10.6,0,1
179,29/06/2019,0.0,24.5,32.2,40.0,1.9,7.8,0,1
180,30/06/2019,0.0,25.0,31.8,38.5,1.7,7.8,0,1
181,01/07/2019,0.0,23.8,30.0,36.3,1.9,12.8,0,1
182,02/07/2019,1.6,23.0,29.2,35.5,0.6,10.0,1,0
183,03/07/2019,0.0,22.0,28.6,35.2,2.5,12.8,0,1
184,04/07/2019,0.0,23.1,28.2,33.2,2.5,10.8,0,1
185,05/07/2019,0.0,21.6,27.6,33.7,1.9,9.2,0,1
186,06/07/2019,0.0,19.7,27.3,34.9,2.2,11.4,0,1
187,07/07/2019,0.0,19.5,27.0,34.5,0.8,7.8,0,1
188,08/07/2019,0.0,19.5,25.2,30.8,2.2,13.1,0,1
189,09/07/2019,0.0,17.5,23.8,30.1,1.4,9.7,0,1
190,10/07/2019,0.0,18.2,25.6,33.1,0.8,8.3,0,1
191,11/07/2019,0.0,20.8,28.9,37.0,1.7,6.1,0,1
192,12/07/2019,0.0,24.2,31.5,38.8,1.7,7.5,0,1
193,13/07/2019,0.0,24.1,29.6,35.0,3.3,12.5,0,1
194,14/07/2019,0.0,21.6,27.4,33.1,0.6,7.8,0,1
195,15/07/2019,0.0,20.4,28.0,35.6,2.2,10.0,0,1
196,16/07/2019,0.0,22.0,29.4,36.8,2.2,8.1,0,1
197,17/07/2019,0.0,22.6,28.4,34.2,1.7,6.1,0,1
198,18/07/2019,0.0,21.5,28.6,35.7,0.3,9.7,0,1
199,19/07/2019,0.0,23.1,30.1,37.1,1.9,9.2,0,1
200,20/07/2019,0.0,24.4,30.8,37.3,1.4,8.6,0,1
201,21/07/2019,6.2,23.8,30.9,38.0,1.9,13.3,1,0
202,22/07/2019,0.0,23.7,30.4,37.2,2.8,10.6,0,1
203,23/07/2019,0.8,23.7,30.8,38.0,3.1,14.4,1,0
204,24/07/2019,0.0,22.8,30.2,37.5,1.7,8.1,0,1
205,25/07/2019,0.0,24.4,30.4,36.3,2.8,11.4,0,1
206,26/07/2019,0.0,21.8,26.9,32.0,3.1,10.8,0,1
207,27/07/2019,0.0,19.0,23.0,27.0,2.8,11.9,0,1
208,28/07/2019,0.0,16.2,23.1,30.0,1.7,8.3,0,1
209,29/07/2019,0.0,19.7,26.5,33.3,2.5,11.9,0,1
210,30/07/2019,0.0,17.4,24.4,31.5,0.8,13.3,0,1
211,31/07/2019,0.0,18.4,26.1,33.8,2.2,13.3,0,1
212,01/08/2019,0.0,20.5,27.4,34.3,2.5,10.0,0,1
213,02/08/2019,0.0,22.4,29.0,35.6,1.9,8.3,0,1
214,03/08/2019,0.0,22.2,29.1,36.0,2.2,10.6,0,1
215,04/08/2019,0.0,21.3,28.6,36.0,1.9,8.9,0,1
216,05/08/2019,0.0,21.5,28.9,36.3,1.7,8.9,0,1
217,06/08/2019,0.0,21.1,28.2,35.4,1.7,10.0,0,1
218,07/08/2019,0.0,21.5,24.2,26.9,2.2,8.1,0,1
219,08/08/2019,0.0,19.5,26.5,33.5,2.5,11.4,0,1
220,09/08/2019,0.0,21.8,26.6,31.4,4.7,15.3,0,1
221,10/08/2019,0.0,19.0,25.3,31.6,1.9,10.0,0,1
222,11/08/2019,0.0,20.0,24.8,29.6,2.8,11.4,0,1
223,12/08/2019,0.0,15.5,21.4,27.4,2.2,11.7,0,1
224,13/08/2019,0.0,15.7,22.5,29.3,2.2,11.4,0,1
225,14/08/2019,0.0,18.0,25.4,32.7,1.1,7.5,0,1
226,15/08/2019,0.0,20.5,28.0,35.6,1.7,10.3,0,1
227,16/08/2019,0.0,22.1,29.0,36.0,2.2,9.2,0,1
228,17/08/2019,0.0,22.2,29.7,37.2,2.2,9.7,0,1
229,18/08/2019,0.0,20.6,27.8,35.0,2.8,12.5,0,1
230,19/08/2019,0.4,21.4,27.4,33.4,2.2,10.8,1,0
231,20/08/2019,0.1,20.2,25.1,30.0,3.1,9.4,1,1
232,21/08/2019,16.2,17.7,24.0,30.2,0.8,13.6,1,0
233,22/08/2019,0.0,17.0,24.0,31.0,1.7,6.4,0,1
234,23/08/2019,0.0,20.0,26.2,32.3,0.8,5.3,0,1
235,24/08/2019,0.0,20.5,27.0,33.6,1.4,6.7,0,1
236,25/08/2019,4.2,21.6,27.8,34.0,2.8,9.7,1,0
237,26/08/2019,26.9,15.4,20.9,26.4,1.7,10.3,1,0
238,27/08/2019,0.0,15.0,20.6,26.2,0.8,6.1,0,1
239,28/08/2019,0.0,18.4,24.3,30.2,1.7,4.7,0,1
240,29/08/2019,0.0,20.0,26.2,32.5,0.8,6.7,0,1
241,30/08/2019,10.6,20.0,27.1,34.2,1.9,13.1,1,0
242,31/08/2019,0.0,18.0,25.0,32.0,0.6,5.3,0,1
243,01/09/2019,0.0,20.5,26.2,31.9,1.9,13.9,0,1
244,02/09/2019,0.0,18.2,24.4,30.6,3.1,12.2,0,1
245,03/09/2019,0.0,18.8,25.2,31.5,1.7,7.5,0,1
246,04/09/2019,0.0,19.5,26.1,32.7,1.1,11.1,0,1
247,05/09/2019,0.0,15.5,21.6,27.7,3.3,15.6,0,1
248,06/09/2019,0.0,12.4,19.2,26.0,2.2,12.2,0,1
249,07/09/2019,0.0,14.0,20.8,27.5,1.7,11.4,0,1
250,08/09/2019,0.0,16.8,22.8,28.7,1.9,8.6,0,1
251,09/09/2019,0.0,16.5,23.2,29.8,3.1,11.9,0,1
252,10/09/2019,0.0,14.2,18.1,22.0,3.3,13.9,0,1
253,11/09/2019,0.0,14.4,20.2,26.0,4.2,15.8,0,1
254,12/09/2019,0.0,15.8,22.1,28.4,3.3,12.8,0,1
255,13/09/2019,6.8,14.7,17.7,20.7,3.3,11.7,1,0
256,14/09/2019,13.7,15.6,18.0,20.5,2.8,8.6,1,0
257,15/09/2019,1.7,15.5,18.8,22.0,2.2,7.2,1,0
258,16/09/2019,0.0,16.6,21.0,25.3,0.8,9.2,0,1
259,17/09/2019,0.0,17.0,22.7,28.4,1.7,11.4,0,1
260,18/09/2019,0.0,17.0,22.0,27.1,1.4,5.8,0,1
261,19/09/2019,0.0,17.5,23.2,29.0,1.7,5.8,0,1
262,20/09/2019,6.7,16.4,20.7,25.0,2.5,13.6,1,0
263,21/09/2019,4.2,14.6,18.0,21.5,1.1,5.3,1,0
264,22/09/2019,0.0,15.2,19.4,23.7,2.5,8.3,0,1
265,23/09/2019,0.0,12.0,17.5,23.0,1.1,5.6,0,1
266,24/09/2019,0.0,13.0,19.8,26.5,2.5,10.3,0,1
267,25/09/2019,0.0,14.0,19.0,23.9,1.4,8.6,0,1
268,26/09/2019,0.0,15.4,21.0,26.5,1.4,5.0,0,1
269,27/09/2019,0.0,14.8,21.5,28.2,1.4,6.7,0,1
