,fecha,prec,tmin,tmed,tmax,velmedia,racha,Mojado,Seco
535,19/06/2020,0.0,16.5,23.4,30.3,2.0142384105960263,9.147068676716918,0,1
536,20/06/2020,0.0,16.5,24.4,32.3,2.0142384105960263,9.147068676716918,0,1
537,21/06/2020,0.0,18.8,26.4,33.9,2.0142384105960263,9.147068676716918,0,1
538,22/06/2020,0.0,19.1,26.8,34.4,2.0142384105960263,9.147068676716918,0,1
539,23/06/2020,0.0,21.6,28.9,36.2,2.0142384105960263,9.147068676716918,0,1
540,24/06/2020,0.1,22.7,27.0,31.3,2.0142384105960263,9.147068676716918,1,1
541,25/06/2020,0.0,21.7,28.2,34.6,2.0142384105960263,9.147068676716918,0,1
542,26/06/2020,0.0,20.8,26.0,31.2,2.0142384105960263,9.147068676716918,0,1
543,27/06/2020,0.0,18.5,25.3,32.1,2.0142384105960263,9.147068676716918,0,1
544,28/06/2020,0.0,20.0,27.2,34.4,2.0142384105960263,9.147068676716918,0,1
545,29/06/2020,0.0,21.2,28.8,36.5,0.0,9.147068676716918,0,1
546,30/06/2020,0.0,22.1,29.6,37.0,2.0142384105960263,9.147068676716918,0,1
547,01/07/2020,0.0,20.7,28.0,35.4,2.0142384105960263,9.147068676716918,0,1
548,02/07/2020,0.0,20.8,26.9,33.0,2.0142384105960263,9.147068676716918,0,1
549,03/07/2020,0.0,16.6,23.9,31.2,2.0142384105960263,9.147068676716918,0,1
550,04/07/2020,0.0,18.4,26.0,33.5,2.0142384105960263,9.147068676716918,0,1
551,05/07/2020,0.0,20.3,27.9,35.5,2.0142384105960263,9.147068676716918,0,1
552,06/07/2020,0.0,22.5,29.6,36.8,2.0142384105960263,9.147068676716918,0,1
553,07/07/2020,0.0,22.4,30.1,37.8,0.0,9.147068676716918,0,1
554,08/07/2020,0.0,24.0,29.6,35.1,2.0142384105960263,9.147068676716918,0,1
555,09/07/2020,0.0,21.0,27.6,34.2,0.0,9.147068676716918,0,1
556,10/07/2020,0.0,18.9,26.0,33.1,2.0142384105960263,9.147068676716918,0,1
557,11/07/2020,0.6,21.6,28.8,36.1,2.0142384105960263,9.147068676716918,1,0
558,12/07/2020,0.0,21.4,27.1,32.8,2.0142384105960263,9.147068676716918,0,1
559,13/07/2020,0.0,19.8,27.0,34.3,2.0142384105960263,9.147068676716918,0,1
560,14/07/2020,0.0,19.7,26.6,33.5,2.0142384105960263,9.147068676716918,0,1
561,15/07/2020,0.0,18.1,25.3,32.5,2.0142384105960263,9.147068676716918,0,1
562,16/07/2020,0.0,18.4,26.2,34.1,2.2,9.2,0,1
563,17/07/2020,0.0,20.5,27.6,34.6,3.3,9.2,0,1
564,18/07/2020,0.0,19.0,26.8,34.7,2.8,6.9,0,1
565,19/07/2020,0.0,21.8,29.2,36.7,2.2,8.9,0,1
566,20/07/2020,0.0,21.0,28.8,36.6,1.7,7.2,0,1
567,21/07/2020,5.4,24.0,29.5,35.0,2.8,10.3,1,0
568,22/07/2020,0.0,16.6,24.2,31.7,2.0142384105960263,9.147068676716918,0,1
569,23/07/2020,0.0,21.6,28.8,36.1,2.0142384105960263,9.147068676716918,0,1
570,24/07/2020,0.0,22.0,28.8,35.7,2.0142384105960263,9.147068676716918,0,1
571,25/07/2020,0.0,22.2,29.4,36.5,2.0142384105960263,9.147068676716918,0,1
572,26/07/2020,0.0,23.0,30.5,38.0,2.0142384105960263,9.147068676716918,0,1
573,27/07/2020,0.0,25.0,32.2,39.4,2.0142384105960263,9.147068676716918,0,1
574,28/07/2020,0.0,23.4,29.5,35.6,2.0142384105960263,9.147068676716918,0,1
575,29/07/2020,0.0,23.2,30.2,37.2,2.0142384105960263,9.147068676716918,0,1
576,30/07/2020,0.0,23.5,31.4,39.2,2.0142384105960263,9.147068676716918,0,1
577,31/07/2020,0.0,24.0,30.9,37.8,0.0,9.147068676716918,0,1
578,01/08/2020,0.0,21.5,29.5,37.5,2.0142384105960263,9.147068676716918,0,1
579,02/08/2020,0.0,21.5,28.6,35.6,2.0142384105960263,9.147068676716918,0,1
580,03/08/2020,0.0,17.0,24.0,31.0,2.0142384105960263,9.147068676716918,0,1
581,04/08/2020,0.0,19.1,26.1,33.1,2.0142384105960263,9.147068676716918,0,1
582,05/08/2020,0.0,20.5,27.8,35.0,2.0142384105960263,9.147068676716918,0,1
583,06/08/2020,0.0,23.9,30.8,37.7,2.0142384105960263,9.147068676716918,0,1
584,07/08/2020,0.0,25.2,31.7,38.2,1.7,8.9,0,1
585,08/08/2020,0.0,25.4,29.8,34.2,1.9,6.1,0,1
586,09/08/2020,0.8,24.8,31.2,37.6,2.0142384105960263,9.147068676716918,1,0
587,10/08/2020,1.1,21.2,26.1,31.0,1.9,13.6,1,0
588,11/08/2020,26.6,15.0,19.7,24.4,1.4,9.7,1,0
589,12/08/2020,0.0,14.6,20.9,27.2,0.3,2.5,0,1
590,13/08/2020,0.0,16.9,23.2,29.4,2.0142384105960263,9.147068676716918,0,1
591,14/08/2020,0.0,19.4,25.6,31.9,2.5,7.5,0,1
592,15/08/2020,0.0,17.3,23.4,29.5,3.3,10.8,0,1
593,16/08/2020,0.0,15.5,21.8,28.2,1.9,8.6,0,1
594,17/08/2020,0.0,15.7,21.6,27.5,2.8,7.5,0,1
595,18/08/2020,0.0,19.0,24.5,30.0,1.7,5.8,0,1
596,19/08/2020,0.0,18.5,25.4,32.3,2.5,9.2,0,1
597,20/08/2020,0.0,17.2,25.4,33.6,3.1,8.9,0,1
598,21/08/2020,0.0,20.4,26.0,31.6,3.3,10.8,0,1
599,22/08/2020,0.0,19.9,26.2,32.4,2.2,7.8,0,1
600,23/08/2020,0.0,19.8,26.4,33.0,1.7,8.3,0,1
601,24/08/2020,0.0,20.1,26.3,32.5,2.2,7.8,0,1
602,25/08/2020,0.0,21.3,28.4,35.6,1.9,6.4,0,1
603,26/08/2020,0.0,21.0,28.5,36.0,2.5,7.8,0,1
604,27/08/2020,0.0,21.6,29.0,36.4,2.5,6.7,0,1
605,28/08/2020,0.0,20.0,26.0,32.0,3.3,10.0,0,1
606,29/08/2020,0.0,14.5,18.8,23.0,3.6,11.1,0,1
607,30/08/2020,0.0,11.6,17.4,23.1,2.8,10.0,0,1
608,31/08/2020,0.0,12.1,18.6,25.0,1.9,6.7,0,1
609,01/09/2020,0.0,15.3,20.8,26.4,1.1,16.7,0,1
610,02/09/2020,0.0,15.2,22.1,29.0,2.8,10.0,0,1
611,03/09/2020,0.0,17.2,24.0,30.8,1.9,6.1,0,1
612,04/09/2020,0.0,18.8,25.2,31.6,1.7,5.3,0,1
613,05/09/2020,0.0,18.0,25.2,32.3,0.8,7.5,0,1
614,06/09/2020,0.0,19.9,26.2,32.4,2.2,8.9,0,1
615,07/09/2020,0.0,14.0,20.2,26.3,3.1,10.8,0,1
616,08/09/2020,0.0,13.1,19.7,26.3,3.1,11.7,0,1
617,09/09/2020,0.0,15.7,22.0,28.2,1.4,8.6,0,1
618,10/09/2020,0.0,17.9,23.9,29.9,2.2,8.6,0,1
619,11/09/2020,0.0,18.5,24.6,30.8,2.2,8.3,0,1
620,12/09/2020,0.0,19.1,25.4,31.6,1.9,7.8,0,1
621,13/09/2020,0.0,19.6,25.8,32.1,2.8,7.2,0,1
622,14/09/2020,1.3,19.6,24.2,28.8,1.9,10.6,1,0
623,15/09/2020,0.0,18.0,22.8,27.5,2.2,5.8,0,1
624,16/09/2020,3.4,18.8,24.4,30.0,0.8,21.1,1,0
625,17/09/2020,13.0,17.4,21.4,25.5,2.0142384105960263,9.147068676716918,1,0
626,18/09/2020,22.2,15.0,17.8,20.6,2.0142384105960263,9.147068676716918,1,0
627,19/09/2020,0.6,14.9,17.2,19.6,2.0142384105960263,9.147068676716918,1,0
628,20/09/2020,0.0,16.1,18.9,21.7,2.0142384105960263,9.147068676716918,0,1
629,21/09/2020,0.0,13.7,18.8,23.9,2.0142384105960263,9.147068676716918,0,1
630,22/09/2020,0.0,13.1,18.8,24.4,2.0142384105960263,9.147068676716918,0,1
631,23/09/2020,6.6,16.3,19.8,23.2,2.0142384105960263,9.147068676716918,1,0
632,24/09/2020,6.9,14.5,18.1,21.7,3.1,11.4,1,0
633,25/09/2020,0.0,12.4,15.6,18.8,4.2,15.3,0,1
634,26/09/2020,0.0,9.3,14.6,20.0,2.2,12.2,0,1
635,27/09/2020,0.0,11.5,16.6,21.7,2.2,9.4,0,1
636,28/09/2020,0.0,9.1,15.5,21.9,1.1,5.3,0,1
637,29/09/2020,0.0,13.2,19.0,24.9,1.4,5.3,0,1
638,30/09/2020,0.0,11.6,18.6,25.5,1.7,6.4,0,1
639,01/10/2020,0.0,12.8,17.7,22.6,3.3,11.7,0,1
640,02/10/2020,7.5,9.4,12.6,15.9,5.3,16.7,1,0
641,03/10/2020,0.0,8.3,13.0,17.7,3.9,10.6,0,1
642,04/10/2020,0.0,8.0,12.7,17.4,2.8,11.4,0,1
643,05/10/2020,0.0,10.2,14.2,18.3,2.2,9.2,0,1
644,06/10/2020,0.0,9.9,17.1,24.3,1.7,6.4,0,1
645,07/10/2020,0.0,11.6,17.9,24.2,1.1,4.7,0,1
646,08/10/2020,0.0,14.5,19.2,23.8,1.4,6.4,0,1
647,09/10/2020,0.0,12.9,19.2,25.4,1.1,5.8,0,1
648,10/10/2020,0.0,12.4,17.8,23.1,3.1,11.7,0,1
649,11/10/2020,0.0,9.5,14.0,18.6,3.6,11.1,0,1
650,12/10/2020,0.0,9.4,13.8,18.2,2.8,9.7,0,1
651,13/10/2020,0.0,8.3,15.0,21.8,2.2,10.6,0,1
652,14/10/2020,0.0,9.4,13.0,16.5,1.9,8.9,0,1
653,15/10/2020,0.0,6.6,11.5,16.4,1.9,9.4,0,1
654,16/10/2020,0.0,4.6,9.6,14.7,1.4,5.6,0,1
655,17/10/2020,0.0,5.5,11.2,16.8,1.1,4.7,0,1
656,18/10/2020,0.0,7.6,13.6,19.6,1.4,5.6,0,1
657,19/10/2020,4.4,9.9,16.0,22.0,1.7,6.7,1,0
658,20/10/2020,24.2,11.9,14.8,17.7,1.7,19.7,1,0
659,21/10/2020,3.5,12.6,14.7,16.8,2.5,8.9,1,0
660,22/10/2020,9.6,11.3,13.7,16.1,1.9,8.9,1,0
661,23/10/2020,2.5,9.2,12.0,14.9,2.0142384105960263,8.3,1,0
662,24/10/2020,0.0,7.6,11.2,14.8,3.3,9.147068676716918,0,1
663,25/10/2020,7.5,7.4,11.0,14.5,2.0142384105960263,9.147068676716918,1,0
664,26/10/2020,0.0,6.0,9.5,13.0,2.0142384105960263,9.147068676716918,0,1
665,27/10/2020,0.0,5.6,10.4,15.2,2.0142384105960263,9.147068676716918,0,1
666,28/10/2020,0.0,8.1,10.5,12.9,2.0142384105960263,9.147068676716918,0,1
667,29/10/2020,0.0,9.2,11.8,14.5,2.0142384105960263,9.147068676716918,0,1
668,30/10/2020,0.0,7.8,13.0,18.1,2.0142384105960263,9.147068676716918,0,1
669,31/10/2020,0.0,8.6,14.4,20.2,2.0142384105960263,9.147068676716918,0,1
670,01/11/2020,0.0,9.3,14.4,19.4,2.0142384105960263,9.147068676716918,0,1
671,02/11/2020,0.0,10.5,14.6,18.7,2.0142384105960263,9.147068676716918,0,1
672,03/11/2020,1.0,10.1,12.5,14.9,2.0142384105960263,9.147068676716918,1,0
673,04/11/2020,3.8,7.7,9.6,11.5,2.0142384105960263,9.147068676716918,1,0
674,05/11/2020,6.4,8.1,10.3,12.5,2.0142384105960263,9.147068676716918,1,0
675,06/11/2020,20.0,10.8,14.4,18.1,2.0142384105960263,9.147068676716918,1,0
676,07/11/2020,0.6,9.4,12.1,14.8,2.0142384105960263,9.147068676716918,1,0
677,08/11/2020,7.2,8.4,11.7,15.0,2.0142384105960263,9.147068676716918,1,0
678,09/11/2020,0.0,9.7,12.1,14.5,2.0142384105960263,9.147068676716918,0,1
679,10/11/2020,0.0,7.2,11.2,15.3,2.0142384105960263,9.147068676716918,0,1
680,11/11/2020,0.0,7.4,10.7,14.0,2.0142384105960263,9.147068676716918,0,1
681,12/11/2020,0.0,8.9,11.8,14.8,2.0142384105960263,9.147068676716918,0,1
682,13/11/2020,0.0,9.3,12.2,15.2,2.0142384105960263,9.147068676716918,0,1
683,14/11/2020,2.5,10.7,11.5,12.3,2.0142384105960263,9.147068676716918,1,0
684,15/11/2020,0.0,11.5,13.6,15.6,2.0142384105960263,9.147068676716918,0,1
685,16/11/2020,0.1,11.2,14.3,17.4,2.0142384105960263,9.147068676716918,1,1
686,17/11/2020,0.0,8.4,11.0,13.5,2.0142384105960263,9.147068676716918,0,1
687,18/11/2020,0.0,9.3,11.6,13.9,2.0142384105960263,9.147068676716918,0,1
688,19/11/2020,0.0,8.0,13.7,19.4,2.0142384105960263,9.147068676716918,0,1
689,20/11/2020,0.0,7.5,11.6,15.7,2.0142384105960263,9.147068676716918,0,1
690,21/11/2020,0.0,6.4,10.0,13.5,2.0142384105960263,9.147068676716918,0,1
691,22/11/2020,0.0,4.2,8.4,12.7,2.0142384105960263,9.147068676716918,0,1
692,23/11/2020,0.0,4.5,9.2,13.9,2.0142384105960263,9.147068676716918,0,1
693,24/11/2020,0.0,4.1,8.0,11.8,2.0142384105960263,9.147068676716918,0,1
694,25/11/2020,3.0,5.4,8.4,11.5,2.0142384105960263,9.147068676716918,1,0
695,26/11/2020,4.6,8.5,10.5,12.5,2.0142384105960263,9.147068676716918,1,0
696,27/11/2020,11.4,7.4,9.3,11.2,2.0142384105960263,9.147068676716918,1,0
697,28/11/2020,0.0,7.1,9.0,10.8,2.0142384105960263,9.147068676716918,0,1
698,29/11/2020,0.0,6.4,8.8,11.3,2.0142384105960263,9.147068676716918,0,1
699,30/11/2020,0.0,6.4,9.6,12.9,2.0142384105960263,9.147068676716918,0,1
700,01/12/2020,0.0,4.9,9.8,14.6,2.0142384105960263,9.147068676716918,0,1
701,02/12/2020,0.0,3.5,7.2,10.8,2.0142384105960263,9.147068676716918,0,1
702,03/12/2020,1.9,0.1,4.3,8.5,2.0142384105960263,9.147068676716918,1,0
703,04/12/2020,0.1,2.6,5.0,7.3,2.0142384105960263,9.147068676716918,1,1
704,05/12/2020,0.0,0.9,4.2,7.6,2.0142384105960263,9.147068676716918,0,1
705,06/12/2020,0.0,2.0,4.8,7.7,2.0142384105960263,9.147068676716918,0,1
706,07/12/2020,4.5,5.2,8.1,11.0,2.0142384105960263,9.147068676716918,1,0
707,08/12/2020,0.1,4.4,6.8,9.1,2.0142384105960263,9.147068676716918,1,1
708,09/12/2020,0.5,3.0,6.2,9.3,2.0142384105960263,9.147068676716918,1,0
709,10/12/2020,4.0,5.4,10.0,14.5,2.0142384105960263,9.147068676716918,1,0
710,11/12/2020,0.1,11.9,13.4,15.0,2.0142384105960263,9.147068676716918,1,1
711,12/12/2020,0.0,8.6,11.2,13.7,2.0142384105960263,9.147068676716918,0,1
712,13/12/2020,0.0,4.9,8.0,11.1,2.0142384105960263,9.147068676716918,0,1
713,14/12/2020,2.0,9.2,11.2,13.2,2.0142384105960263,9.147068676716918,1,0
714,15/12/2020,0.0,5.6,8.0,10.3,2.0142384105960263,9.147068676716918,0,1
715,16/12/2020,0.1,5.4,8.0,10.6,2.0142384105960263,9.147068676716918,1,1
716,17/12/2020,0.1,8.1,10.4,12.7,2.0142384105960263,9.147068676716918,1,1
717,18/12/2020,0.8,5.6,7.7,9.8,2.0142384105960263,9.147068676716918,1,0
718,19/12/2020,1.8,7.3,7.9,8.5,2.0142384105960263,9.147068676716918,1,0
719,20/12/2020,0.2,5.7,8.4,11.2,2.0142384105960263,9.147068676716918,1,0
720,21/12/2020,0.0,6.3,8.4,10.6,2.0142384105960263,9.147068676716918,0,1
721,22/12/2020,0.0,7.0,8.6,10.1,2.0142384105960263,9.147068676716918,0,1
722,23/12/2020,0.1,5.6,7.3,9.0,2.0142384105960263,9.147068676716918,1,1
723,24/12/2020,0.0,5.4,7.8,10.2,2.0142384105960263,9.147068676716918,0,1
724,25/12/2020,0.0,2.2,5.3,8.4,2.0142384105960263,9.147068676716918,0,1
725,26/12/2020,0.0,-0.9,3.8,8.6,2.0142384105960263,9.147068676716918,0,1
726,27/12/2020,2.2,-1.3,2.8,6.9,2.0142384105960263,9.147068676716918,1,0
727,28/12/2020,0.1,2.9,5.7,8.5,2.0142384105960263,9.147068676716918,1,1
728,29/12/2020,0.0,0.8,4.5,8.2,2.0142384105960263,9.147068676716918,0,1
729,30/12/2020,0.0,1.2,4.8,8.4,2.0142384105960263,9.147068676716918,0,1
730,31/12/2020,1.0,-1.2,2.8,6.9,2.0142384105960263,9.147068676716918,1,0
